,params,precisions,recalls,f1_scores,accuracy,aucs
349,"['dart', 40, 5, 0.0001, 100]",0.103386809,0.674418605,0.179289026,0.635302198,0.659968596
350,"['dart', 40, 5, 0.0001, 150]",0.103386809,0.674418605,0.179289026,0.635302198,0.659968596
444,"['goss', 20, 5, 0.0001, 50]",0.103386809,0.674418605,0.179289026,0.635302198,0.659968596
445,"['goss', 20, 5, 0.0001, 100]",0.103386809,0.674418605,0.179289026,0.635302198,0.659968596
446,"['goss', 20, 5, 0.0001, 150]",0.103386809,0.674418605,0.179289026,0.635302198,0.659968596
492,"['goss', 30, 5, 0.0001, 50]",0.103386809,0.674418605,0.179289026,0.635302198,0.659968596
493,"['goss', 30, 5, 0.0001, 100]",0.103386809,0.674418605,0.179289026,0.635302198,0.659968596
494,"['goss', 30, 5, 0.0001, 150]",0.103386809,0.674418605,0.179289026,0.635302198,0.659968596
540,"['goss', 40, 5, 0.0001, 50]",0.103386809,0.674418605,0.179289026,0.635302198,0.659968596
541,"['goss', 40, 5, 0.0001, 100]",0.103386809,0.674418605,0.179289026,0.635302198,0.659968596
542,"['goss', 40, 5, 0.0001, 150]",0.103386809,0.674418605,0.179289026,0.635302198,0.659968596
71,"['gbdt', 20, 5, 0.1, 150]",0.216666667,0.151162791,0.178082192,0.917582418,0.659968596
419,"['goss', 10, 7, 0.1, 150]",0.235294118,0.139534884,0.175182482,0.92239011,0.659968596
332,"['dart', 30, 10, 0.01, 150]",0.118644068,0.325581395,0.173913043,0.817307692,0.659968596
0,"['gbdt', 10, 3, 0.0001, 50]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
1,"['gbdt', 10, 3, 0.0001, 100]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
2,"['gbdt', 10, 3, 0.0001, 150]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
48,"['gbdt', 20, 3, 0.0001, 50]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
49,"['gbdt', 20, 3, 0.0001, 100]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
50,"['gbdt', 20, 3, 0.0001, 150]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
96,"['gbdt', 30, 3, 0.0001, 50]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
97,"['gbdt', 30, 3, 0.0001, 100]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
98,"['gbdt', 30, 3, 0.0001, 150]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
144,"['gbdt', 40, 3, 0.0001, 50]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
145,"['gbdt', 40, 3, 0.0001, 100]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
146,"['gbdt', 40, 3, 0.0001, 150]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
192,"['dart', 10, 3, 0.0001, 50]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
193,"['dart', 10, 3, 0.0001, 100]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
194,"['dart', 10, 3, 0.0001, 150]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
240,"['dart', 20, 3, 0.0001, 50]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
241,"['dart', 20, 3, 0.0001, 100]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
242,"['dart', 20, 3, 0.0001, 150]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
288,"['dart', 30, 3, 0.0001, 50]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
289,"['dart', 30, 3, 0.0001, 100]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
290,"['dart', 30, 3, 0.0001, 150]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
336,"['dart', 40, 3, 0.0001, 50]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
337,"['dart', 40, 3, 0.0001, 100]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
338,"['dart', 40, 3, 0.0001, 150]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
384,"['goss', 10, 3, 0.0001, 50]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
385,"['goss', 10, 3, 0.0001, 100]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
386,"['goss', 10, 3, 0.0001, 150]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
432,"['goss', 20, 3, 0.0001, 50]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
433,"['goss', 20, 3, 0.0001, 100]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
434,"['goss', 20, 3, 0.0001, 150]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
480,"['goss', 30, 3, 0.0001, 50]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
481,"['goss', 30, 3, 0.0001, 100]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
482,"['goss', 30, 3, 0.0001, 150]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
528,"['goss', 40, 3, 0.0001, 50]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
529,"['goss', 40, 3, 0.0001, 100]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
530,"['goss', 40, 3, 0.0001, 150]",0.098513011,0.61627907,0.169871795,0.644230769,0.659968596
12,"['gbdt', 10, 5, 0.0001, 50]",0.099576271,0.546511628,0.168458781,0.681318681,0.659968596
13,"['gbdt', 10, 5, 0.0001, 100]",0.099576271,0.546511628,0.168458781,0.681318681,0.659968596
24,"['gbdt', 10, 7, 0.0001, 50]",0.099576271,0.546511628,0.168458781,0.681318681,0.659968596
25,"['gbdt', 10, 7, 0.0001, 100]",0.099576271,0.546511628,0.168458781,0.681318681,0.659968596
36,"['gbdt', 10, 10, 0.0001, 50]",0.099576271,0.546511628,0.168458781,0.681318681,0.659968596
37,"['gbdt', 10, 10, 0.0001, 100]",0.099576271,0.546511628,0.168458781,0.681318681,0.659968596
204,"['dart', 10, 5, 0.0001, 50]",0.099576271,0.546511628,0.168458781,0.681318681,0.659968596
205,"['dart', 10, 5, 0.0001, 100]",0.099576271,0.546511628,0.168458781,0.681318681,0.659968596
206,"['dart', 10, 5, 0.0001, 150]",0.099576271,0.546511628,0.168458781,0.681318681,0.659968596
216,"['dart', 10, 7, 0.0001, 50]",0.099576271,0.546511628,0.168458781,0.681318681,0.659968596
217,"['dart', 10, 7, 0.0001, 100]",0.099576271,0.546511628,0.168458781,0.681318681,0.659968596
218,"['dart', 10, 7, 0.0001, 150]",0.099576271,0.546511628,0.168458781,0.681318681,0.659968596
228,"['dart', 10, 10, 0.0001, 50]",0.099576271,0.546511628,0.168458781,0.681318681,0.659968596
229,"['dart', 10, 10, 0.0001, 100]",0.099576271,0.546511628,0.168458781,0.681318681,0.659968596
230,"['dart', 10, 10, 0.0001, 150]",0.099576271,0.546511628,0.168458781,0.681318681,0.659968596
396,"['goss', 10, 5, 0.0001, 50]",0.099576271,0.546511628,0.168458781,0.681318681,0.659968596
397,"['goss', 10, 5, 0.0001, 100]",0.099576271,0.546511628,0.168458781,0.681318681,0.659968596
408,"['goss', 10, 7, 0.0001, 50]",0.099576271,0.546511628,0.168458781,0.681318681,0.659968596
409,"['goss', 10, 7, 0.0001, 100]",0.099576271,0.546511628,0.168458781,0.681318681,0.659968596
420,"['goss', 10, 10, 0.0001, 50]",0.099576271,0.546511628,0.168458781,0.681318681,0.659968596
421,"['goss', 10, 10, 0.0001, 100]",0.099576271,0.546511628,0.168458781,0.681318681,0.659968596
167,"['gbdt', 40, 5, 0.1, 150]",0.196721311,0.139534884,0.163265306,0.915521978,0.659968596
407,"['goss', 10, 5, 0.1, 150]",0.186440678,0.127906977,0.151724138,0.915521978,0.659968596
