,params,precisions,recalls,f1_scores,accuracy,coef_s,aucs
0,"[0.01, 'l1', 'liblinear', 'ovr', 50, 1, 0]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
1,"[0.01, 'l1', 'liblinear', 'ovr', 50, 1, 10]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
2,"[0.01, 'l1', 'liblinear', 'ovr', 50, 1, 20]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
3,"[0.01, 'l1', 'liblinear', 'ovr', 50, 1, 30]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
4,"[0.01, 'l1', 'liblinear', 'ovr', 50, 1, 40]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
5,"[0.01, 'l1', 'liblinear', 'ovr', 50, 1, 50]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
6,"[0.01, 'l1', 'liblinear', 'ovr', 50, 1, 60]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
7,"[0.01, 'l1', 'liblinear', 'ovr', 50, 1, 70]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
8,"[0.01, 'l1', 'liblinear', 'ovr', 50, 1, 80]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
9,"[0.01, 'l1', 'liblinear', 'ovr', 50, 1, 90]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
10,"[0.01, 'l1', 'liblinear', 'ovr', 50, -1, 0]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
11,"[0.01, 'l1', 'liblinear', 'ovr', 50, -1, 10]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
12,"[0.01, 'l1', 'liblinear', 'ovr', 50, -1, 20]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
13,"[0.01, 'l1', 'liblinear', 'ovr', 50, -1, 30]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
14,"[0.01, 'l1', 'liblinear', 'ovr', 50, -1, 40]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
15,"[0.01, 'l1', 'liblinear', 'ovr', 50, -1, 50]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
16,"[0.01, 'l1', 'liblinear', 'ovr', 50, -1, 60]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
17,"[0.01, 'l1', 'liblinear', 'ovr', 50, -1, 70]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
18,"[0.01, 'l1', 'liblinear', 'ovr', 50, -1, 80]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
19,"[0.01, 'l1', 'liblinear', 'ovr', 50, -1, 90]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
20,"[0.01, 'l1', 'liblinear', 'ovr', 100, 1, 0]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
21,"[0.01, 'l1', 'liblinear', 'ovr', 100, 1, 10]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
22,"[0.01, 'l1', 'liblinear', 'ovr', 100, 1, 20]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
23,"[0.01, 'l1', 'liblinear', 'ovr', 100, 1, 30]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
24,"[0.01, 'l1', 'liblinear', 'ovr', 100, 1, 40]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
25,"[0.01, 'l1', 'liblinear', 'ovr', 100, 1, 50]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
26,"[0.01, 'l1', 'liblinear', 'ovr', 100, 1, 60]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
27,"[0.01, 'l1', 'liblinear', 'ovr', 100, 1, 70]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
28,"[0.01, 'l1', 'liblinear', 'ovr', 100, 1, 80]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
29,"[0.01, 'l1', 'liblinear', 'ovr', 100, 1, 90]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
30,"[0.01, 'l1', 'liblinear', 'ovr', 100, -1, 0]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
31,"[0.01, 'l1', 'liblinear', 'ovr', 100, -1, 10]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
32,"[0.01, 'l1', 'liblinear', 'ovr', 100, -1, 20]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
33,"[0.01, 'l1', 'liblinear', 'ovr', 100, -1, 30]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
34,"[0.01, 'l1', 'liblinear', 'ovr', 100, -1, 40]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
35,"[0.01, 'l1', 'liblinear', 'ovr', 100, -1, 50]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
36,"[0.01, 'l1', 'liblinear', 'ovr', 100, -1, 60]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
37,"[0.01, 'l1', 'liblinear', 'ovr', 100, -1, 70]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
38,"[0.01, 'l1', 'liblinear', 'ovr', 100, -1, 80]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
39,"[0.01, 'l1', 'liblinear', 'ovr', 100, -1, 90]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
40,"[0.01, 'l1', 'liblinear', 'ovr', 150, 1, 0]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
41,"[0.01, 'l1', 'liblinear', 'ovr', 150, 1, 10]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
42,"[0.01, 'l1', 'liblinear', 'ovr', 150, 1, 20]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
43,"[0.01, 'l1', 'liblinear', 'ovr', 150, 1, 30]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
44,"[0.01, 'l1', 'liblinear', 'ovr', 150, 1, 40]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
45,"[0.01, 'l1', 'liblinear', 'ovr', 150, 1, 50]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
46,"[0.01, 'l1', 'liblinear', 'ovr', 150, 1, 60]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
47,"[0.01, 'l1', 'liblinear', 'ovr', 150, 1, 70]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
48,"[0.01, 'l1', 'liblinear', 'ovr', 150, 1, 80]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
49,"[0.01, 'l1', 'liblinear', 'ovr', 150, 1, 90]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
50,"[0.01, 'l1', 'liblinear', 'ovr', 150, -1, 0]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
51,"[0.01, 'l1', 'liblinear', 'ovr', 150, -1, 10]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
52,"[0.01, 'l1', 'liblinear', 'ovr', 150, -1, 20]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
53,"[0.01, 'l1', 'liblinear', 'ovr', 150, -1, 30]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
54,"[0.01, 'l1', 'liblinear', 'ovr', 150, -1, 40]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
55,"[0.01, 'l1', 'liblinear', 'ovr', 150, -1, 50]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
56,"[0.01, 'l1', 'liblinear', 'ovr', 150, -1, 60]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
57,"[0.01, 'l1', 'liblinear', 'ovr', 150, -1, 70]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
58,"[0.01, 'l1', 'liblinear', 'ovr', 150, -1, 80]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
59,"[0.01, 'l1', 'liblinear', 'ovr', 150, -1, 90]",0.113456464,0.5,0.184946237,0.739697802,coefs,0.659968596
60,"[0.01, 'l1', 'saga', 'ovr', 50, 1, 0]",0.122324159,0.465116279,0.1937046,0.771291209,coefs,0.659968596
61,"[0.01, 'l1', 'saga', 'ovr', 50, 1, 10]",0.122324159,0.465116279,0.1937046,0.771291209,coefs,0.659968596
62,"[0.01, 'l1', 'saga', 'ovr', 50, 1, 20]",0.122324159,0.465116279,0.1937046,0.771291209,coefs,0.659968596
63,"[0.01, 'l1', 'saga', 'ovr', 50, 1, 30]",0.122324159,0.465116279,0.1937046,0.771291209,coefs,0.659968596
64,"[0.01, 'l1', 'saga', 'ovr', 50, 1, 40]",0.122324159,0.465116279,0.1937046,0.771291209,coefs,0.659968596
65,"[0.01, 'l1', 'saga', 'ovr', 50, 1, 50]",0.122324159,0.465116279,0.1937046,0.771291209,coefs,0.659968596
66,"[0.01, 'l1', 'saga', 'ovr', 50, 1, 60]",0.122324159,0.465116279,0.1937046,0.771291209,coefs,0.659968596
67,"[0.01, 'l1', 'saga', 'ovr', 50, 1, 70]",0.122324159,0.465116279,0.1937046,0.771291209,coefs,0.659968596
68,"[0.01, 'l1', 'saga', 'ovr', 50, 1, 80]",0.122324159,0.465116279,0.1937046,0.771291209,coefs,0.659968596
69,"[0.01, 'l1', 'saga', 'ovr', 50, 1, 90]",0.122324159,0.465116279,0.1937046,0.771291209,coefs,0.659968596
70,"[0.01, 'l1', 'saga', 'ovr', 50, -1, 0]",0.122324159,0.465116279,0.1937046,0.771291209,coefs,0.659968596
71,"[0.01, 'l1', 'saga', 'ovr', 50, -1, 10]",0.122324159,0.465116279,0.1937046,0.771291209,coefs,0.659968596
72,"[0.01, 'l1', 'saga', 'ovr', 50, -1, 20]",0.122324159,0.465116279,0.1937046,0.771291209,coefs,0.659968596
73,"[0.01, 'l1', 'saga', 'ovr', 50, -1, 30]",0.122324159,0.465116279,0.1937046,0.771291209,coefs,0.659968596
74,"[0.01, 'l1', 'saga', 'ovr', 50, -1, 40]",0.122324159,0.465116279,0.1937046,0.771291209,coefs,0.659968596
75,"[0.01, 'l1', 'saga', 'ovr', 50, -1, 50]",0.122324159,0.465116279,0.1937046,0.771291209,coefs,0.659968596
76,"[0.01, 'l1', 'saga', 'ovr', 50, -1, 60]",0.122324159,0.465116279,0.1937046,0.771291209,coefs,0.659968596
77,"[0.01, 'l1', 'saga', 'ovr', 50, -1, 70]",0.122324159,0.465116279,0.1937046,0.771291209,coefs,0.659968596
78,"[0.01, 'l1', 'saga', 'ovr', 50, -1, 80]",0.122324159,0.465116279,0.1937046,0.771291209,coefs,0.659968596
79,"[0.01, 'l1', 'saga', 'ovr', 50, -1, 90]",0.122324159,0.465116279,0.1937046,0.771291209,coefs,0.659968596
180,"[0.060000000000000005, 'l1', 'saga', 'ovr', 50, 1, 0]",0.134099617,0.406976744,0.201729107,0.809752747,coefs,0.659968596
182,"[0.060000000000000005, 'l1', 'saga', 'ovr', 50, 1, 20]",0.134099617,0.406976744,0.201729107,0.809752747,coefs,0.659968596
183,"[0.060000000000000005, 'l1', 'saga', 'ovr', 50, 1, 30]",0.134099617,0.406976744,0.201729107,0.809752747,coefs,0.659968596
184,"[0.060000000000000005, 'l1', 'saga', 'ovr', 50, 1, 40]",0.134099617,0.406976744,0.201729107,0.809752747,coefs,0.659968596
185,"[0.060000000000000005, 'l1', 'saga', 'ovr', 50, 1, 50]",0.134099617,0.406976744,0.201729107,0.809752747,coefs,0.659968596
188,"[0.060000000000000005, 'l1', 'saga', 'ovr', 50, 1, 80]",0.134099617,0.406976744,0.201729107,0.809752747,coefs,0.659968596
190,"[0.060000000000000005, 'l1', 'saga', 'ovr', 50, -1, 0]",0.134099617,0.406976744,0.201729107,0.809752747,coefs,0.659968596
192,"[0.060000000000000005, 'l1', 'saga', 'ovr', 50, -1, 20]",0.134099617,0.406976744,0.201729107,0.809752747,coefs,0.659968596
193,"[0.060000000000000005, 'l1', 'saga', 'ovr', 50, -1, 30]",0.134099617,0.406976744,0.201729107,0.809752747,coefs,0.659968596
194,"[0.060000000000000005, 'l1', 'saga', 'ovr', 50, -1, 40]",0.134099617,0.406976744,0.201729107,0.809752747,coefs,0.659968596
195,"[0.060000000000000005, 'l1', 'saga', 'ovr', 50, -1, 50]",0.134099617,0.406976744,0.201729107,0.809752747,coefs,0.659968596
198,"[0.060000000000000005, 'l1', 'saga', 'ovr', 50, -1, 80]",0.134099617,0.406976744,0.201729107,0.809752747,coefs,0.659968596
181,"[0.060000000000000005, 'l1', 'saga', 'ovr', 50, 1, 10]",0.133587786,0.406976744,0.201149425,0.809065934,coefs,0.659968596
187,"[0.060000000000000005, 'l1', 'saga', 'ovr', 50, 1, 70]",0.133587786,0.406976744,0.201149425,0.809065934,coefs,0.659968596
191,"[0.060000000000000005, 'l1', 'saga', 'ovr', 50, -1, 10]",0.133587786,0.406976744,0.201149425,0.809065934,coefs,0.659968596
197,"[0.060000000000000005, 'l1', 'saga', 'ovr', 50, -1, 70]",0.133587786,0.406976744,0.201149425,0.809065934,coefs,0.659968596
186,"[0.060000000000000005, 'l1', 'saga', 'ovr', 50, 1, 60]",0.133079848,0.406976744,0.200573066,0.808379121,coefs,0.659968596
189,"[0.060000000000000005, 'l1', 'saga', 'ovr', 50, 1, 90]",0.133079848,0.406976744,0.200573066,0.808379121,coefs,0.659968596
196,"[0.060000000000000005, 'l1', 'saga', 'ovr', 50, -1, 60]",0.133079848,0.406976744,0.200573066,0.808379121,coefs,0.659968596
199,"[0.060000000000000005, 'l1', 'saga', 'ovr', 50, -1, 90]",0.133079848,0.406976744,0.200573066,0.808379121,coefs,0.659968596
420,"[0.16000000000000003, 'l1', 'saga', 'ovr', 50, 1, 0]",0.1328125,0.395348837,0.198830409,0.811813187,coefs,0.659968596
421,"[0.16000000000000003, 'l1', 'saga', 'ovr', 50, 1, 10]",0.1328125,0.395348837,0.198830409,0.811813187,coefs,0.659968596
422,"[0.16000000000000003, 'l1', 'saga', 'ovr', 50, 1, 20]",0.1328125,0.395348837,0.198830409,0.811813187,coefs,0.659968596
423,"[0.16000000000000003, 'l1', 'saga', 'ovr', 50, 1, 30]",0.1328125,0.395348837,0.198830409,0.811813187,coefs,0.659968596
424,"[0.16000000000000003, 'l1', 'saga', 'ovr', 50, 1, 40]",0.1328125,0.395348837,0.198830409,0.811813187,coefs,0.659968596
425,"[0.16000000000000003, 'l1', 'saga', 'ovr', 50, 1, 50]",0.1328125,0.395348837,0.198830409,0.811813187,coefs,0.659968596
428,"[0.16000000000000003, 'l1', 'saga', 'ovr', 50, 1, 80]",0.1328125,0.395348837,0.198830409,0.811813187,coefs,0.659968596
429,"[0.16000000000000003, 'l1', 'saga', 'ovr', 50, 1, 90]",0.1328125,0.395348837,0.198830409,0.811813187,coefs,0.659968596
430,"[0.16000000000000003, 'l1', 'saga', 'ovr', 50, -1, 0]",0.1328125,0.395348837,0.198830409,0.811813187,coefs,0.659968596
431,"[0.16000000000000003, 'l1', 'saga', 'ovr', 50, -1, 10]",0.1328125,0.395348837,0.198830409,0.811813187,coefs,0.659968596
432,"[0.16000000000000003, 'l1', 'saga', 'ovr', 50, -1, 20]",0.1328125,0.395348837,0.198830409,0.811813187,coefs,0.659968596
433,"[0.16000000000000003, 'l1', 'saga', 'ovr', 50, -1, 30]",0.1328125,0.395348837,0.198830409,0.811813187,coefs,0.659968596
434,"[0.16000000000000003, 'l1', 'saga', 'ovr', 50, -1, 40]",0.1328125,0.395348837,0.198830409,0.811813187,coefs,0.659968596
435,"[0.16000000000000003, 'l1', 'saga', 'ovr', 50, -1, 50]",0.1328125,0.395348837,0.198830409,0.811813187,coefs,0.659968596
438,"[0.16000000000000003, 'l1', 'saga', 'ovr', 50, -1, 80]",0.1328125,0.395348837,0.198830409,0.811813187,coefs,0.659968596
439,"[0.16000000000000003, 'l1', 'saga', 'ovr', 50, -1, 90]",0.1328125,0.395348837,0.198830409,0.811813187,coefs,0.659968596
426,"[0.16000000000000003, 'l1', 'saga', 'ovr', 50, 1, 60]",0.131782946,0.395348837,0.197674419,0.81043956,coefs,0.659968596
427,"[0.16000000000000003, 'l1', 'saga', 'ovr', 50, 1, 70]",0.131782946,0.395348837,0.197674419,0.81043956,coefs,0.659968596
436,"[0.16000000000000003, 'l1', 'saga', 'ovr', 50, -1, 60]",0.131782946,0.395348837,0.197674419,0.81043956,coefs,0.659968596
437,"[0.16000000000000003, 'l1', 'saga', 'ovr', 50, -1, 70]",0.131782946,0.395348837,0.197674419,0.81043956,coefs,0.659968596
300,"[0.11, 'l1', 'saga', 'ovr', 50, 1, 0]",0.130769231,0.395348837,0.196531792,0.809065934,coefs,0.659968596
301,"[0.11, 'l1', 'saga', 'ovr', 50, 1, 10]",0.130769231,0.395348837,0.196531792,0.809065934,coefs,0.659968596
302,"[0.11, 'l1', 'saga', 'ovr', 50, 1, 20]",0.130769231,0.395348837,0.196531792,0.809065934,coefs,0.659968596
303,"[0.11, 'l1', 'saga', 'ovr', 50, 1, 30]",0.130769231,0.395348837,0.196531792,0.809065934,coefs,0.659968596
304,"[0.11, 'l1', 'saga', 'ovr', 50, 1, 40]",0.130769231,0.395348837,0.196531792,0.809065934,coefs,0.659968596
305,"[0.11, 'l1', 'saga', 'ovr', 50, 1, 50]",0.130769231,0.395348837,0.196531792,0.809065934,coefs,0.659968596
308,"[0.11, 'l1', 'saga', 'ovr', 50, 1, 80]",0.130769231,0.395348837,0.196531792,0.809065934,coefs,0.659968596
310,"[0.11, 'l1', 'saga', 'ovr', 50, -1, 0]",0.130769231,0.395348837,0.196531792,0.809065934,coefs,0.659968596
311,"[0.11, 'l1', 'saga', 'ovr', 50, -1, 10]",0.130769231,0.395348837,0.196531792,0.809065934,coefs,0.659968596
312,"[0.11, 'l1', 'saga', 'ovr', 50, -1, 20]",0.130769231,0.395348837,0.196531792,0.809065934,coefs,0.659968596
313,"[0.11, 'l1', 'saga', 'ovr', 50, -1, 30]",0.130769231,0.395348837,0.196531792,0.809065934,coefs,0.659968596
314,"[0.11, 'l1', 'saga', 'ovr', 50, -1, 40]",0.130769231,0.395348837,0.196531792,0.809065934,coefs,0.659968596
315,"[0.11, 'l1', 'saga', 'ovr', 50, -1, 50]",0.130769231,0.395348837,0.196531792,0.809065934,coefs,0.659968596
318,"[0.11, 'l1', 'saga', 'ovr', 50, -1, 80]",0.130769231,0.395348837,0.196531792,0.809065934,coefs,0.659968596
307,"[0.11, 'l1', 'saga', 'ovr', 50, 1, 70]",0.130268199,0.395348837,0.195965418,0.808379121,coefs,0.659968596
309,"[0.11, 'l1', 'saga', 'ovr', 50, 1, 90]",0.130268199,0.395348837,0.195965418,0.808379121,coefs,0.659968596
317,"[0.11, 'l1', 'saga', 'ovr', 50, -1, 70]",0.130268199,0.395348837,0.195965418,0.808379121,coefs,0.659968596
319,"[0.11, 'l1', 'saga', 'ovr', 50, -1, 90]",0.130268199,0.395348837,0.195965418,0.808379121,coefs,0.659968596
306,"[0.11, 'l1', 'saga', 'ovr', 50, 1, 60]",0.129770992,0.395348837,0.195402299,0.807692308,coefs,0.659968596
316,"[0.11, 'l1', 'saga', 'ovr', 50, -1, 60]",0.129770992,0.395348837,0.195402299,0.807692308,coefs,0.659968596
87,"[0.01, 'l1', 'saga', 'ovr', 100, 1, 70]",0.123188406,0.395348837,0.187845304,0.798076923,coefs,0.659968596
97,"[0.01, 'l1', 'saga', 'ovr', 100, -1, 70]",0.123188406,0.395348837,0.187845304,0.798076923,coefs,0.659968596
80,"[0.01, 'l1', 'saga', 'ovr', 100, 1, 0]",0.122743682,0.395348837,0.187327824,0.79739011,coefs,0.659968596
81,"[0.01, 'l1', 'saga', 'ovr', 100, 1, 10]",0.122743682,0.395348837,0.187327824,0.79739011,coefs,0.659968596
83,"[0.01, 'l1', 'saga', 'ovr', 100, 1, 30]",0.122743682,0.395348837,0.187327824,0.79739011,coefs,0.659968596
86,"[0.01, 'l1', 'saga', 'ovr', 100, 1, 60]",0.122743682,0.395348837,0.187327824,0.79739011,coefs,0.659968596
89,"[0.01, 'l1', 'saga', 'ovr', 100, 1, 90]",0.122743682,0.395348837,0.187327824,0.79739011,coefs,0.659968596
90,"[0.01, 'l1', 'saga', 'ovr', 100, -1, 0]",0.122743682,0.395348837,0.187327824,0.79739011,coefs,0.659968596
91,"[0.01, 'l1', 'saga', 'ovr', 100, -1, 10]",0.122743682,0.395348837,0.187327824,0.79739011,coefs,0.659968596
93,"[0.01, 'l1', 'saga', 'ovr', 100, -1, 30]",0.122743682,0.395348837,0.187327824,0.79739011,coefs,0.659968596
96,"[0.01, 'l1', 'saga', 'ovr', 100, -1, 60]",0.122743682,0.395348837,0.187327824,0.79739011,coefs,0.659968596
99,"[0.01, 'l1', 'saga', 'ovr', 100, -1, 90]",0.122743682,0.395348837,0.187327824,0.79739011,coefs,0.659968596
82,"[0.01, 'l1', 'saga', 'ovr', 100, 1, 20]",0.122302158,0.395348837,0.186813187,0.796703297,coefs,0.659968596
84,"[0.01, 'l1', 'saga', 'ovr', 100, 1, 40]",0.122302158,0.395348837,0.186813187,0.796703297,coefs,0.659968596
85,"[0.01, 'l1', 'saga', 'ovr', 100, 1, 50]",0.122302158,0.395348837,0.186813187,0.796703297,coefs,0.659968596
88,"[0.01, 'l1', 'saga', 'ovr', 100, 1, 80]",0.122302158,0.395348837,0.186813187,0.796703297,coefs,0.659968596
92,"[0.01, 'l1', 'saga', 'ovr', 100, -1, 20]",0.122302158,0.395348837,0.186813187,0.796703297,coefs,0.659968596
94,"[0.01, 'l1', 'saga', 'ovr', 100, -1, 40]",0.122302158,0.395348837,0.186813187,0.796703297,coefs,0.659968596
95,"[0.01, 'l1', 'saga', 'ovr', 100, -1, 50]",0.122302158,0.395348837,0.186813187,0.796703297,coefs,0.659968596
98,"[0.01, 'l1', 'saga', 'ovr', 100, -1, 80]",0.122302158,0.395348837,0.186813187,0.796703297,coefs,0.659968596
200,"[0.060000000000000005, 'l1', 'saga', 'ovr', 100, 1, 0]",0.135802469,0.38372093,0.200607903,0.819368132,coefs,0.659968596
201,"[0.060000000000000005, 'l1', 'saga', 'ovr', 100, 1, 10]",0.135802469,0.38372093,0.200607903,0.819368132,coefs,0.659968596
202,"[0.060000000000000005, 'l1', 'saga', 'ovr', 100, 1, 20]",0.135802469,0.38372093,0.200607903,0.819368132,coefs,0.659968596
203,"[0.060000000000000005, 'l1', 'saga', 'ovr', 100, 1, 30]",0.135802469,0.38372093,0.200607903,0.819368132,coefs,0.659968596
205,"[0.060000000000000005, 'l1', 'saga', 'ovr', 100, 1, 50]",0.135802469,0.38372093,0.200607903,0.819368132,coefs,0.659968596
206,"[0.060000000000000005, 'l1', 'saga', 'ovr', 100, 1, 60]",0.135802469,0.38372093,0.200607903,0.819368132,coefs,0.659968596
208,"[0.060000000000000005, 'l1', 'saga', 'ovr', 100, 1, 80]",0.135802469,0.38372093,0.200607903,0.819368132,coefs,0.659968596
210,"[0.060000000000000005, 'l1', 'saga', 'ovr', 100, -1, 0]",0.135802469,0.38372093,0.200607903,0.819368132,coefs,0.659968596
211,"[0.060000000000000005, 'l1', 'saga', 'ovr', 100, -1, 10]",0.135802469,0.38372093,0.200607903,0.819368132,coefs,0.659968596
212,"[0.060000000000000005, 'l1', 'saga', 'ovr', 100, -1, 20]",0.135802469,0.38372093,0.200607903,0.819368132,coefs,0.659968596
213,"[0.060000000000000005, 'l1', 'saga', 'ovr', 100, -1, 30]",0.135802469,0.38372093,0.200607903,0.819368132,coefs,0.659968596
215,"[0.060000000000000005, 'l1', 'saga', 'ovr', 100, -1, 50]",0.135802469,0.38372093,0.200607903,0.819368132,coefs,0.659968596
216,"[0.060000000000000005, 'l1', 'saga', 'ovr', 100, -1, 60]",0.135802469,0.38372093,0.200607903,0.819368132,coefs,0.659968596
218,"[0.060000000000000005, 'l1', 'saga', 'ovr', 100, -1, 80]",0.135802469,0.38372093,0.200607903,0.819368132,coefs,0.659968596
660,"[0.26, 'l1', 'saga', 'ovr', 50, 1, 0]",0.12890625,0.38372093,0.192982456,0.81043956,coefs,0.659968596
661,"[0.26, 'l1', 'saga', 'ovr', 50, 1, 10]",0.12890625,0.38372093,0.192982456,0.81043956,coefs,0.659968596
662,"[0.26, 'l1', 'saga', 'ovr', 50, 1, 20]",0.12890625,0.38372093,0.192982456,0.81043956,coefs,0.659968596
663,"[0.26, 'l1', 'saga', 'ovr', 50, 1, 30]",0.12890625,0.38372093,0.192982456,0.81043956,coefs,0.659968596
664,"[0.26, 'l1', 'saga', 'ovr', 50, 1, 40]",0.12890625,0.38372093,0.192982456,0.81043956,coefs,0.659968596
668,"[0.26, 'l1', 'saga', 'ovr', 50, 1, 80]",0.12890625,0.38372093,0.192982456,0.81043956,coefs,0.659968596
670,"[0.26, 'l1', 'saga', 'ovr', 50, -1, 0]",0.12890625,0.38372093,0.192982456,0.81043956,coefs,0.659968596
671,"[0.26, 'l1', 'saga', 'ovr', 50, -1, 10]",0.12890625,0.38372093,0.192982456,0.81043956,coefs,0.659968596
672,"[0.26, 'l1', 'saga', 'ovr', 50, -1, 20]",0.12890625,0.38372093,0.192982456,0.81043956,coefs,0.659968596
673,"[0.26, 'l1', 'saga', 'ovr', 50, -1, 30]",0.12890625,0.38372093,0.192982456,0.81043956,coefs,0.659968596
674,"[0.26, 'l1', 'saga', 'ovr', 50, -1, 40]",0.12890625,0.38372093,0.192982456,0.81043956,coefs,0.659968596
678,"[0.26, 'l1', 'saga', 'ovr', 50, -1, 80]",0.12890625,0.38372093,0.192982456,0.81043956,coefs,0.659968596
665,"[0.26, 'l1', 'saga', 'ovr', 50, 1, 50]",0.128404669,0.38372093,0.192419825,0.809752747,coefs,0.659968596
669,"[0.26, 'l1', 'saga', 'ovr', 50, 1, 90]",0.128404669,0.38372093,0.192419825,0.809752747,coefs,0.659968596
675,"[0.26, 'l1', 'saga', 'ovr', 50, -1, 50]",0.128404669,0.38372093,0.192419825,0.809752747,coefs,0.659968596
679,"[0.26, 'l1', 'saga', 'ovr', 50, -1, 90]",0.128404669,0.38372093,0.192419825,0.809752747,coefs,0.659968596
785,"[0.31000000000000005, 'l1', 'saga', 'ovr', 50, 1, 50]",0.128404669,0.38372093,0.192419825,0.809752747,coefs,0.659968596
786,"[0.31000000000000005, 'l1', 'saga', 'ovr', 50, 1, 60]",0.128404669,0.38372093,0.192419825,0.809752747,coefs,0.659968596
795,"[0.31000000000000005, 'l1', 'saga', 'ovr', 50, -1, 50]",0.128404669,0.38372093,0.192419825,0.809752747,coefs,0.659968596
796,"[0.31000000000000005, 'l1', 'saga', 'ovr', 50, -1, 60]",0.128404669,0.38372093,0.192419825,0.809752747,coefs,0.659968596
540,"[0.21000000000000002, 'l1', 'saga', 'ovr', 50, 1, 0]",0.127906977,0.38372093,0.191860465,0.809065934,coefs,0.659968596
541,"[0.21000000000000002, 'l1', 'saga', 'ovr', 50, 1, 10]",0.127906977,0.38372093,0.191860465,0.809065934,coefs,0.659968596
542,"[0.21000000000000002, 'l1', 'saga', 'ovr', 50, 1, 20]",0.127906977,0.38372093,0.191860465,0.809065934,coefs,0.659968596
543,"[0.21000000000000002, 'l1', 'saga', 'ovr', 50, 1, 30]",0.127906977,0.38372093,0.191860465,0.809065934,coefs,0.659968596
544,"[0.21000000000000002, 'l1', 'saga', 'ovr', 50, 1, 40]",0.127906977,0.38372093,0.191860465,0.809065934,coefs,0.659968596
545,"[0.21000000000000002, 'l1', 'saga', 'ovr', 50, 1, 50]",0.127906977,0.38372093,0.191860465,0.809065934,coefs,0.659968596
