,LinearDiscriminateAnalysis,LinearDiscriminateAnalysis,LinearDiscriminateAnalysis,RandomForestClassifier,RandomForestClassifier,RandomForestClassifier,LogisticRegression,LogisticRegression,LogisticRegression,LGBMClassifier,LGBMClassifier
,SMOTE,UnderSampling,OverSampling,SMOTE,UnderSampling,OverSampling,SMOTE,UnderSampling,OverSampling,SMOTE,UnderSampling
accuracy,0.6552197802197802,0.657967032967033,0.6524725274725275,0.8578296703296703,0.6318681318681318,0.9210164835164835,0.6662087912087912,0.6614010989010989,0.6627747252747253,0.7946428571428571,0.6291208791208791
precision,0.11775700934579439,0.10982658959537572,0.11401869158878504,0.1095890410958904,0.10657193605683836,0.225,0.11844660194174757,0.11089494163424124,0.11730769230769231,0.11851851851851852,0.10301953818827708
recall,0.6774193548387096,0.6129032258064516,0.6559139784946236,0.17204301075268819,0.6451612903225806,0.0967741935483871,0.6559139784946236,0.6129032258064516,0.6559139784946236,0.34408602150537637,0.6236559139784946
f1_score,0.20063694267515922,0.18627450980392157,0.19426751592356686,0.13389121338912133,0.18292682926829268,0.13533834586466165,0.2006578947368421,0.18780889621087316,0.19902120717781402,0.17630853994490361,0.1768292682926829
AUC,0.6655622086005727,0.6369725226611127,0.6540758447131958,0.5383325838796457,0.6380612027548339,0.5370151231865193,0.6614126018665341,0.6388067119494474,0.6595784125781994,0.5847356006279634,0.6265748388674572
