,params,precisions,recalls,f1_scores,accuracy,coef_s,aucs
245,"[0.76, 'poly', 'scale', 'ovr', False]",0.12195122,0.058139535,0.078740157,0.919642857,coefs,0.659968596
260,"[0.81, 'poly', 'scale', 'ovr', True]",0.12195122,0.058139535,0.078740157,0.919642857,coefs,0.659968596
261,"[0.81, 'poly', 'scale', 'ovr', False]",0.12195122,0.058139535,0.078740157,0.919642857,coefs,0.659968596
276,"[0.8600000000000001, 'poly', 'scale', 'ovr', True]",0.12195122,0.058139535,0.078740157,0.919642857,coefs,0.659968596
277,"[0.8600000000000001, 'poly', 'scale', 'ovr', False]",0.12195122,0.058139535,0.078740157,0.919642857,coefs,0.659968596
48,"[0.16000000000000003, 'linear', 'scale', 'ovr', True]",0.25,0.046511628,0.078431373,0.93543956,coefs,0.659968596
49,"[0.16000000000000003, 'linear', 'scale', 'ovr', False]",0.25,0.046511628,0.078431373,0.93543956,coefs,0.659968596
50,"[0.16000000000000003, 'linear', 'auto', 'ovr', True]",0.25,0.046511628,0.078431373,0.93543956,coefs,0.659968596
51,"[0.16000000000000003, 'linear', 'auto', 'ovr', False]",0.25,0.046511628,0.078431373,0.93543956,coefs,0.659968596
80,"[0.26, 'linear', 'scale', 'ovr', True]",0.25,0.046511628,0.078431373,0.93543956,coefs,0.659968596
81,"[0.26, 'linear', 'scale', 'ovr', False]",0.25,0.046511628,0.078431373,0.93543956,coefs,0.659968596
82,"[0.26, 'linear', 'auto', 'ovr', True]",0.25,0.046511628,0.078431373,0.93543956,coefs,0.659968596
83,"[0.26, 'linear', 'auto', 'ovr', False]",0.25,0.046511628,0.078431373,0.93543956,coefs,0.659968596
228,"[0.7100000000000001, 'poly', 'scale', 'ovr', True]",0.119047619,0.058139535,0.078125,0.918956044,coefs,0.659968596
229,"[0.7100000000000001, 'poly', 'scale', 'ovr', False]",0.119047619,0.058139535,0.078125,0.918956044,coefs,0.659968596
64,"[0.21000000000000002, 'linear', 'scale', 'ovr', True]",0.235294118,0.046511628,0.077669903,0.934752747,coefs,0.659968596
65,"[0.21000000000000002, 'linear', 'scale', 'ovr', False]",0.235294118,0.046511628,0.077669903,0.934752747,coefs,0.659968596
66,"[0.21000000000000002, 'linear', 'auto', 'ovr', True]",0.235294118,0.046511628,0.077669903,0.934752747,coefs,0.659968596
67,"[0.21000000000000002, 'linear', 'auto', 'ovr', False]",0.235294118,0.046511628,0.077669903,0.934752747,coefs,0.659968596
96,"[0.31000000000000005, 'linear', 'scale', 'ovr', True]",0.235294118,0.046511628,0.077669903,0.934752747,coefs,0.659968596
97,"[0.31000000000000005, 'linear', 'scale', 'ovr', False]",0.235294118,0.046511628,0.077669903,0.934752747,coefs,0.659968596
98,"[0.31000000000000005, 'linear', 'auto', 'ovr', True]",0.235294118,0.046511628,0.077669903,0.934752747,coefs,0.659968596
99,"[0.31000000000000005, 'linear', 'auto', 'ovr', False]",0.235294118,0.046511628,0.077669903,0.934752747,coefs,0.659968596
144,"[0.46, 'linear', 'scale', 'ovr', True]",0.235294118,0.046511628,0.077669903,0.934752747,coefs,0.659968596
145,"[0.46, 'linear', 'scale', 'ovr', False]",0.235294118,0.046511628,0.077669903,0.934752747,coefs,0.659968596
146,"[0.46, 'linear', 'auto', 'ovr', True]",0.235294118,0.046511628,0.077669903,0.934752747,coefs,0.659968596
147,"[0.46, 'linear', 'auto', 'ovr', False]",0.235294118,0.046511628,0.077669903,0.934752747,coefs,0.659968596
116,"[0.36000000000000004, 'poly', 'scale', 'ovr', True]",0.086956522,0.069767442,0.077419355,0.901785714,coefs,0.659968596
117,"[0.36000000000000004, 'poly', 'scale', 'ovr', False]",0.086956522,0.069767442,0.077419355,0.901785714,coefs,0.659968596
212,"[0.66, 'poly', 'scale', 'ovr', True]",0.113636364,0.058139535,0.076923077,0.917582418,coefs,0.659968596
213,"[0.66, 'poly', 'scale', 'ovr', False]",0.113636364,0.058139535,0.076923077,0.917582418,coefs,0.659968596
112,"[0.36000000000000004, 'linear', 'scale', 'ovr', True]",0.222222222,0.046511628,0.076923077,0.934065934,coefs,0.659968596
113,"[0.36000000000000004, 'linear', 'scale', 'ovr', False]",0.222222222,0.046511628,0.076923077,0.934065934,coefs,0.659968596
114,"[0.36000000000000004, 'linear', 'auto', 'ovr', True]",0.222222222,0.046511628,0.076923077,0.934065934,coefs,0.659968596
115,"[0.36000000000000004, 'linear', 'auto', 'ovr', False]",0.222222222,0.046511628,0.076923077,0.934065934,coefs,0.659968596
128,"[0.41000000000000003, 'linear', 'scale', 'ovr', True]",0.222222222,0.046511628,0.076923077,0.934065934,coefs,0.659968596
129,"[0.41000000000000003, 'linear', 'scale', 'ovr', False]",0.222222222,0.046511628,0.076923077,0.934065934,coefs,0.659968596
130,"[0.41000000000000003, 'linear', 'auto', 'ovr', True]",0.222222222,0.046511628,0.076923077,0.934065934,coefs,0.659968596
131,"[0.41000000000000003, 'linear', 'auto', 'ovr', False]",0.222222222,0.046511628,0.076923077,0.934065934,coefs,0.659968596
180,"[0.56, 'poly', 'scale', 'ovr', True]",0.111111111,0.058139535,0.076335878,0.916895604,coefs,0.659968596
181,"[0.56, 'poly', 'scale', 'ovr', False]",0.111111111,0.058139535,0.076335878,0.916895604,coefs,0.659968596
196,"[0.6100000000000001, 'poly', 'scale', 'ovr', True]",0.111111111,0.058139535,0.076335878,0.916895604,coefs,0.659968596
197,"[0.6100000000000001, 'poly', 'scale', 'ovr', False]",0.111111111,0.058139535,0.076335878,0.916895604,coefs,0.659968596
32,"[0.11, 'linear', 'scale', 'ovr', True]",0.210526316,0.046511628,0.076190476,0.933379121,coefs,0.659968596
33,"[0.11, 'linear', 'scale', 'ovr', False]",0.210526316,0.046511628,0.076190476,0.933379121,coefs,0.659968596
34,"[0.11, 'linear', 'auto', 'ovr', True]",0.210526316,0.046511628,0.076190476,0.933379121,coefs,0.659968596
35,"[0.11, 'linear', 'auto', 'ovr', False]",0.210526316,0.046511628,0.076190476,0.933379121,coefs,0.659968596
16,"[0.060000000000000005, 'linear', 'scale', 'ovr', True]",0.2,0.046511628,0.075471698,0.932692308,coefs,0.659968596
17,"[0.060000000000000005, 'linear', 'scale', 'ovr', False]",0.2,0.046511628,0.075471698,0.932692308,coefs,0.659968596
18,"[0.060000000000000005, 'linear', 'auto', 'ovr', True]",0.2,0.046511628,0.075471698,0.932692308,coefs,0.659968596
19,"[0.060000000000000005, 'linear', 'auto', 'ovr', False]",0.2,0.046511628,0.075471698,0.932692308,coefs,0.659968596
264,"[0.81, 'rbf', 'scale', 'ovr', True]",0.2,0.046511628,0.075471698,0.932692308,coefs,0.659968596
265,"[0.81, 'rbf', 'scale', 'ovr', False]",0.2,0.046511628,0.075471698,0.932692308,coefs,0.659968596
280,"[0.8600000000000001, 'rbf', 'scale', 'ovr', True]",0.2,0.046511628,0.075471698,0.932692308,coefs,0.659968596
281,"[0.8600000000000001, 'rbf', 'scale', 'ovr', False]",0.2,0.046511628,0.075471698,0.932692308,coefs,0.659968596
296,"[0.91, 'rbf', 'scale', 'ovr', True]",0.2,0.046511628,0.075471698,0.932692308,coefs,0.659968596
297,"[0.91, 'rbf', 'scale', 'ovr', False]",0.2,0.046511628,0.075471698,0.932692308,coefs,0.659968596
232,"[0.7100000000000001, 'rbf', 'scale', 'ovr', True]",0.181818182,0.046511628,0.074074074,0.931318681,coefs,0.659968596
233,"[0.7100000000000001, 'rbf', 'scale', 'ovr', False]",0.181818182,0.046511628,0.074074074,0.931318681,coefs,0.659968596
248,"[0.76, 'rbf', 'scale', 'ovr', True]",0.181818182,0.046511628,0.074074074,0.931318681,coefs,0.659968596
249,"[0.76, 'rbf', 'scale', 'ovr', False]",0.181818182,0.046511628,0.074074074,0.931318681,coefs,0.659968596
136,"[0.41000000000000003, 'rbf', 'scale', 'ovr', True]",0.173913043,0.046511628,0.073394495,0.930631868,coefs,0.659968596
137,"[0.41000000000000003, 'rbf', 'scale', 'ovr', False]",0.173913043,0.046511628,0.073394495,0.930631868,coefs,0.659968596
152,"[0.46, 'rbf', 'scale', 'ovr', True]",0.173913043,0.046511628,0.073394495,0.930631868,coefs,0.659968596
153,"[0.46, 'rbf', 'scale', 'ovr', False]",0.173913043,0.046511628,0.073394495,0.930631868,coefs,0.659968596
168,"[0.51, 'rbf', 'scale', 'ovr', True]",0.173913043,0.046511628,0.073394495,0.930631868,coefs,0.659968596
169,"[0.51, 'rbf', 'scale', 'ovr', False]",0.173913043,0.046511628,0.073394495,0.930631868,coefs,0.659968596
184,"[0.56, 'rbf', 'scale', 'ovr', True]",0.173913043,0.046511628,0.073394495,0.930631868,coefs,0.659968596
185,"[0.56, 'rbf', 'scale', 'ovr', False]",0.173913043,0.046511628,0.073394495,0.930631868,coefs,0.659968596
200,"[0.6100000000000001, 'rbf', 'scale', 'ovr', True]",0.173913043,0.046511628,0.073394495,0.930631868,coefs,0.659968596
201,"[0.6100000000000001, 'rbf', 'scale', 'ovr', False]",0.173913043,0.046511628,0.073394495,0.930631868,coefs,0.659968596
216,"[0.66, 'rbf', 'scale', 'ovr', True]",0.173913043,0.046511628,0.073394495,0.930631868,coefs,0.659968596
217,"[0.66, 'rbf', 'scale', 'ovr', False]",0.173913043,0.046511628,0.073394495,0.930631868,coefs,0.659968596
148,"[0.46, 'poly', 'scale', 'ovr', True]",0.084745763,0.058139535,0.068965517,0.90728022,coefs,0.659968596
149,"[0.46, 'poly', 'scale', 'ovr', False]",0.084745763,0.058139535,0.068965517,0.90728022,coefs,0.659968596
132,"[0.41000000000000003, 'poly', 'scale', 'ovr', True]",0.081967213,0.058139535,0.068027211,0.905906593,coefs,0.659968596
133,"[0.41000000000000003, 'poly', 'scale', 'ovr', False]",0.081967213,0.058139535,0.068027211,0.905906593,coefs,0.659968596
158,"[0.46, 'sigmoid', 'auto', 'ovr', True]",0.125,0.046511628,0.06779661,0.924450549,coefs,0.659968596
159,"[0.46, 'sigmoid', 'auto', 'ovr', False]",0.125,0.046511628,0.06779661,0.924450549,coefs,0.659968596
164,"[0.51, 'poly', 'scale', 'ovr', True]",0.081632653,0.046511628,0.059259259,0.912774725,coefs,0.659968596
165,"[0.51, 'poly', 'scale', 'ovr', False]",0.081632653,0.046511628,0.059259259,0.912774725,coefs,0.659968596
312,"[0.9600000000000001, 'rbf', 'scale', 'ovr', True]",0.176470588,0.034883721,0.058252427,0.933379121,coefs,0.659968596
313,"[0.9600000000000001, 'rbf', 'scale', 'ovr', False]",0.176470588,0.034883721,0.058252427,0.933379121,coefs,0.659968596
206,"[0.6100000000000001, 'sigmoid', 'auto', 'ovr', True]",0.15,0.034883721,0.056603774,0.931318681,coefs,0.659968596
207,"[0.6100000000000001, 'sigmoid', 'auto', 'ovr', False]",0.15,0.034883721,0.056603774,0.931318681,coefs,0.659968596
174,"[0.51, 'sigmoid', 'auto', 'ovr', True]",0.130434783,0.034883721,0.055045872,0.929258242,coefs,0.659968596
175,"[0.51, 'sigmoid', 'auto', 'ovr', False]",0.130434783,0.034883721,0.055045872,0.929258242,coefs,0.659968596
0,"[0.01, 'linear', 'scale', 'ovr', True]",0.12,0.034883721,0.054054054,0.927884615,coefs,0.659968596
1,"[0.01, 'linear', 'scale', 'ovr', False]",0.12,0.034883721,0.054054054,0.927884615,coefs,0.659968596
2,"[0.01, 'linear', 'auto', 'ovr', True]",0.12,0.034883721,0.054054054,0.927884615,coefs,0.659968596
3,"[0.01, 'linear', 'auto', 'ovr', False]",0.12,0.034883721,0.054054054,0.927884615,coefs,0.659968596
222,"[0.66, 'sigmoid', 'auto', 'ovr', True]",0.125,0.023255814,0.039215686,0.932692308,coefs,0.659968596
223,"[0.66, 'sigmoid', 'auto', 'ovr', False]",0.125,0.023255814,0.039215686,0.932692308,coefs,0.659968596
190,"[0.56, 'sigmoid', 'auto', 'ovr', True]",0.117647059,0.023255814,0.038834951,0.932005495,coefs,0.659968596
191,"[0.56, 'sigmoid', 'auto', 'ovr', False]",0.117647059,0.023255814,0.038834951,0.932005495,coefs,0.659968596
302,"[0.91, 'sigmoid', 'auto', 'ovr', True]",0.111111111,0.011627907,0.021052632,0.936126374,coefs,0.659968596
303,"[0.91, 'sigmoid', 'auto', 'ovr', False]",0.111111111,0.011627907,0.021052632,0.936126374,coefs,0.659968596
254,"[0.76, 'sigmoid', 'auto', 'ovr', True]",0.090909091,0.011627907,0.020618557,0.934752747,coefs,0.659968596
255,"[0.76, 'sigmoid', 'auto', 'ovr', False]",0.090909091,0.011627907,0.020618557,0.934752747,coefs,0.659968596
286,"[0.8600000000000001, 'sigmoid', 'auto', 'ovr', True]",0.090909091,0.011627907,0.020618557,0.934752747,coefs,0.659968596
287,"[0.8600000000000001, 'sigmoid', 'auto', 'ovr', False]",0.090909091,0.011627907,0.020618557,0.934752747,coefs,0.659968596
270,"[0.81, 'sigmoid', 'auto', 'ovr', True]",0.083333333,0.011627907,0.020408163,0.934065934,coefs,0.659968596
271,"[0.81, 'sigmoid', 'auto', 'ovr', False]",0.083333333,0.011627907,0.020408163,0.934065934,coefs,0.659968596
238,"[0.7100000000000001, 'sigmoid', 'auto', 'ovr', True]",0.076923077,0.011627907,0.02020202,0.933379121,coefs,0.659968596
239,"[0.7100000000000001, 'sigmoid', 'auto', 'ovr', False]",0.076923077,0.011627907,0.02020202,0.933379121,coefs,0.659968596
318,"[0.9600000000000001, 'sigmoid', 'auto', 'ovr', True]",0.076923077,0.011627907,0.02020202,0.933379121,coefs,0.659968596
319,"[0.9600000000000001, 'sigmoid', 'auto', 'ovr', False]",0.076923077,0.011627907,0.02020202,0.933379121,coefs,0.659968596
