,Threshold,f1_score,recall_score,precision_scores,accuracy_scores,True Positive,False Negative,False Positive
295,14.75,0.0,0.0,0.0,0.9405,0,238,0
296,14.8,0.0,0.0,0.0,0.9405,0,238,0
297,14.850000000000001,0.0,0.0,0.0,0.9405,0,238,0
298,14.9,0.0,0.0,0.0,0.9405,0,238,0
299,14.950000000000001,0.0,0.0,0.0,0.9405,0,238,0
300,15.0,0.0,0.0,0.0,0.9405,0,238,0
301,15.05,0.0,0.0,0.0,0.9405,0,238,0
302,15.100000000000001,0.0,0.0,0.0,0.9405,0,238,0
303,15.15,0.0,0.0,0.0,0.9405,0,238,0
304,15.200000000000001,0.0,0.0,0.0,0.9405,0,238,0
305,15.25,0.0,0.0,0.0,0.9405,0,238,0
306,15.3,0.0,0.0,0.0,0.9405,0,238,0
307,15.350000000000001,0.0,0.0,0.0,0.9405,0,238,0
308,15.4,0.0,0.0,0.0,0.9405,0,238,0
309,15.450000000000001,0.0,0.0,0.0,0.9405,0,238,0
310,15.5,0.0,0.0,0.0,0.9405,0,238,0
311,15.55,0.0,0.0,0.0,0.9405,0,238,0
312,15.600000000000001,0.0,0.0,0.0,0.9405,0,238,0
313,15.65,0.0,0.0,0.0,0.9405,0,238,0
314,15.700000000000001,0.0,0.0,0.0,0.9405,0,238,0
315,15.75,0.0,0.0,0.0,0.9405,0,238,0
316,15.8,0.0,0.0,0.0,0.9405,0,238,0
317,15.850000000000001,0.0,0.0,0.0,0.9405,0,238,0
318,15.9,0.0,0.0,0.0,0.9405,0,238,0
319,15.950000000000001,0.0,0.0,0.0,0.9405,0,238,0
320,16.0,0.0,0.0,0.0,0.9405,0,238,0
321,16.05,0.0,0.0,0.0,0.9405,0,238,0
322,16.1,0.0,0.0,0.0,0.9405,0,238,0
323,16.150000000000002,0.0,0.0,0.0,0.9405,0,238,0
324,16.2,0.0,0.0,0.0,0.9405,0,238,0
325,16.25,0.0,0.0,0.0,0.9405,0,238,0
326,16.3,0.0,0.0,0.0,0.9405,0,238,0
327,16.35,0.0,0.0,0.0,0.9405,0,238,0
328,16.400000000000002,0.0,0.0,0.0,0.9405,0,238,0
329,16.45,0.0,0.0,0.0,0.9405,0,238,0
330,16.5,0.0,0.0,0.0,0.9405,0,238,0
331,16.55,0.0,0.0,0.0,0.9405,0,238,0
332,16.6,0.0,0.0,0.0,0.9405,0,238,0
333,16.650000000000002,0.0,0.0,0.0,0.9405,0,238,0
334,16.7,0.0,0.0,0.0,0.9405,0,238,0
335,16.75,0.0,0.0,0.0,0.9405,0,238,0
336,16.8,0.0,0.0,0.0,0.9405,0,238,0
337,16.85,0.0,0.0,0.0,0.9405,0,238,0
338,16.900000000000002,0.0,0.0,0.0,0.9405,0,238,0
339,16.95,0.0,0.0,0.0,0.9405,0,238,0
340,17.0,0.0,0.0,0.0,0.9405,0,238,0
341,17.05,0.0,0.0,0.0,0.9405,0,238,0
342,17.1,0.0,0.0,0.0,0.9405,0,238,0
343,17.150000000000002,0.0,0.0,0.0,0.9405,0,238,0
344,17.2,0.0,0.0,0.0,0.9405,0,238,0
345,17.25,0.0,0.0,0.0,0.9405,0,238,0
346,17.3,0.0,0.0,0.0,0.9405,0,238,0
347,17.35,0.0,0.0,0.0,0.9405,0,238,0
348,17.400000000000002,0.0,0.0,0.0,0.9405,0,238,0
349,17.45,0.0,0.0,0.0,0.9405,0,238,0
350,17.5,0.0,0.0,0.0,0.9405,0,238,0
351,17.55,0.0,0.0,0.0,0.9405,0,238,0
352,17.6,0.0,0.0,0.0,0.9405,0,238,0
353,17.650000000000002,0.0,0.0,0.0,0.9405,0,238,0
354,17.7,0.0,0.0,0.0,0.9405,0,238,0
355,17.75,0.0,0.0,0.0,0.9405,0,238,0
356,17.8,0.0,0.0,0.0,0.9405,0,238,0
357,17.85,0.0,0.0,0.0,0.9405,0,238,0
358,17.900000000000002,0.0,0.0,0.0,0.9405,0,238,0
359,17.95,0.0,0.0,0.0,0.9405,0,238,0
360,18.0,0.0,0.0,0.0,0.9405,0,238,0
361,18.05,0.0,0.0,0.0,0.9405,0,238,0
362,18.1,0.0,0.0,0.0,0.9405,0,238,0
363,18.150000000000002,0.0,0.0,0.0,0.9405,0,238,0
364,18.2,0.0,0.0,0.0,0.9405,0,238,0
365,18.25,0.0,0.0,0.0,0.9405,0,238,0
366,18.3,0.0,0.0,0.0,0.9405,0,238,0
367,18.35,0.0,0.0,0.0,0.9405,0,238,0
368,18.400000000000002,0.0,0.0,0.0,0.9405,0,238,0
369,18.45,0.0,0.0,0.0,0.9405,0,238,0
370,18.5,0.0,0.0,0.0,0.9405,0,238,0
371,18.55,0.0,0.0,0.0,0.9405,0,238,0
372,18.6,0.0,0.0,0.0,0.9405,0,238,0
373,18.650000000000002,0.0,0.0,0.0,0.9405,0,238,0
374,18.7,0.0,0.0,0.0,0.9405,0,238,0
375,18.75,0.0,0.0,0.0,0.9405,0,238,0
376,18.8,0.0,0.0,0.0,0.9405,0,238,0
377,18.85,0.0,0.0,0.0,0.9405,0,238,0
378,18.900000000000002,0.0,0.0,0.0,0.9405,0,238,0
